mention_id,settlement_id,canonical_name,matched_aliases,paragraph_id,source_line_start,source_line_end,section,section_kind,chapter_number,complete_paragraph_text,book_note_ids,book_note_texts,bibliography_keys,full_bibliography_entries
M0231,S048,Uruk,Uruk,L2848,2848,2848,Chapter 8: Imaginary Cities,chapter,8,"Much of this remains speculative, but what’s clear is that in later periods things change. Around 3200 bc the original public buildings of the Eanna sanctuary were razed and covered with debris, and its sacred landscape redesigned around a series of gated courts and ziggurats. By 2900 bc, we have evidence for local kings of rival city-states battling it out for supremacy over Uruk, in response to which a five-and-a-half-mile fortification wall (whose building was later attributed to Gilgamesh) went up around the city’s perimeter. Within a few centuries, city rulers were setting themselves up as neighbours of the goddesses and the gods, building their own palatial houses on the doorstep to the House of Heaven and stamping their names into its sacred brickwork.66",ch8-n66,"See Crüsemann et al. (eds) 2019 for a magnificent survey of Uruk’s architectural development over the ages; although we note that their interpretation plays down those aspects of urban planning we would see as clearly relating to civic participation (especially with regard to the early phases of the Eanna sanctuary they tend to assume, even in the absence of written evidence, that any sort of grand architectural project must necessarily have been intended to establish the exclusivity of a ruling elite).",,
M0232,S048,Uruk,Uruk,L2860,2860,2860,Chapter 8: Imaginary Cities,chapter,8,"What Uruk is really famous for is writing. It is the first city for which we have extensive written records, and some of these documents do date back to the period before royal rule. Unfortunately, while they can be read, they are also extremely difficult to interpret.",,,,
M0233,S048,Uruk,Uruk,L2874,2874,2874,Chapter 8: Imaginary Cities,chapter,8,"Of course, Uruk’s inhabitants didn’t have an explicit concept of ‘the economy’ – no one did until very recent times. For Sumerians, the ultimate purpose of all these factories and workshops was to provide the gods and goddesses of the city with an illustrious residence where they would receive offerings of food, fine clothing and care, which also meant servicing their cult and organizing their festivals. The latter activity was probably depicted on the Uruk Vase, one of the few surviving examples of narrative art from this early period, whose carved decoration shows a number of identical nude males parading behind one larger male figure to the temple precinct of the Goddess Inanna with their yield of field, orchard and flock.73",ch8-n73,"On the Uruk Vase the figure of the goddess, probably Inanna, is larger than the males who march towards her. The only exception is the figure who approaches her directly, at the head of the parade, which is mostly lost due to a break in the vessel but is most likely the same standard male figure that appears on cylinder seals and other monuments of the time with his characteristic beard, hair gathered into a chignon, and long woven garments. It is impossible to tell what status this male figure refers to, or if it was occupied on a hereditary or rotating basis. The goddess wears a long robe, which almost completely disguises the contours of her body, while the smaller male figures appear nude, and arguably sexualised (Wengrow 1998: 792; Bahrani 2002).",Wengrow 1998 | Bahrani 2002,"Wengrow, David. 1998. ‘The changing face of clay: continuity and change in the transition from village to urban life in the Near East.’ Antiquity 72: 783–95. | Bahrani, Zeinab. 2002. ‘Performativity and the image: narrative, representation and the Uruk vase.’ In E. Ehrenberg (ed.), Leaving No Stones Unturned: Essays on the Ancient Near East and Egypt in Honor of Donald P. Hansen. Winona Lake, Indiana: Eisenbrauns, pp. 15–22."
M0234,S048,Uruk,Uruk,L2876,2876,2876,Chapter 8: Imaginary Cities,chapter,8,"It’s not entirely clear who the larger, leading male figure – or ‘Uruk man’, as he’s sometimes called in the literature – is supposed to be. According to the much later story of Gilgamesh, which is set in Uruk, one of the leaders of the youth assembly did manage to catapult himself into the position of lugal, or king – but if anything like this happened it left no trace in the written records of the fourth millennium bc, since lists of Uruk office holders have been found, dating to that time, and lugal is not among them. (The term only shows up much later, around 2600 bc, at a time when there are also palaces and other clear signs of royalty.) There is no reason to think that monarchy – ceremonial or otherwise – played any significant role in the earliest cities of southern Mesopotamia. Quite the opposite, in fact.74",ch8-n74,See Yoffee 1995; Van de Mieroop 2013: 283–4.,Yoffee 1995 | Mieroop 2013,"Yoffee, Norman. 1995. ‘The political economy of early Mesopotamian states.’ Annual Review of Anthropology 24: 281–311. | Mieroop, Marc Van De. 2013. ‘Democracy and the rule of law, the assembly, and the first law code.’ In Crawford (ed.), pp. 277–89."
M0235,S048,Uruk,Uruk,L2878,2878,2878,Chapter 8: Imaginary Cities,chapter,8,"Yet it’s also clear that early inscriptions prise open only a very narrow window on urban life. We know something about the mass production of woollen garments and other commodities in temples; we can also infer that – somehow or other – these woollens and other temple manufactures were being traded for wood, metal and precious stone that were not available in the river valleys, but abounded in the surrounding high country. We know little about how this trade was organized in its earliest days, but we do know from archaeological evidence that Uruk was establishing colonies, tiny versions of itself, at many strategic points along the trade routes. Uruk colonies appear to have been both commercial outposts and religious centres, and traces of them are found as far north as the Taurus Mountains and as far east as the Iranian Zagros.75",ch8-n75,See Algaze 1993. There is no hint of these colonies in the administrative correspondence of the mother-city (and writing was hardly used in the colonies themselves).,Algaze 1993,"Algaze, Guillermo. 1993. The Uruk World System: The Dynamics of Expansion of Early Mesopotamian Civilization. Chicago: University of Chicago Press."
M0236,S048,Uruk,Uruk,L2880,2880,2880,Chapter 8: Imaginary Cities,chapter,8,"‘Uruk expansion’, as it is called in the archaeological literature, is puzzling. There’s no real evidence of violent conquest, no weapons or fortifications, yet at the same time there seems to have been an effort to transform – in effect, to colonize – the lives of nearby peoples, to disseminate the new habits of urban life. In this, the emissaries of Uruk seem to have proceeded with an almost missionary zeal. Temples were established, and with them new sorts of clothing, new dairy products, wines and woollens were disseminated to local populations. While these products might not have been entirely novel, what the temples introduced was the principle of standardization: urban temple-factories were literally outputting products in uniform packages, with the houses of the gods guaranteeing purity and quality control.76",ch8-n76,"In essence, these were the sacred origins of what we now call commodity branding; see Wengrow 2008.",Wengrow 2008,"Wengrow, David. 2008. ‘Prehistories of commodity branding.’ Current Anthropology 49 (1): 7–34."
M0237,S048,Uruk,Uruk,L2884,2884,2884,Chapter 8: Imaginary Cities,chapter,8,"Perhaps the most revealing site, in this respect, is called Arslantepe – the ‘Hill of the Lion’, in the Malatya Plain of eastern Turkey. Around the same time Uruk was becoming a large city, Arslantepe was coming into its own as a regional centre of some significance, where the upper reaches of the Euphrates arc towards the Anti-Taurus Mountains, with their rich sources of metal and timber. The site may have started life as some kind of seasonal trade fair; at nearly 3,300 feet above sea level, it was likely snowed in over the winter months. Even at its peak it was never larger than five hectares, and there were probably never more than a few hundred people actually living on the spot. Within those five hectares, however, archaeologists have unearthed evidence for a remarkable sequence of political developments.77",ch8-n77,See Frangipane 2012.,Frangipane 2012,"Frangipane, Marcella. 2012. ‘Fourth millennium Arslantepe: the development of a centralized society without urbanization.’ Origini 34: 19–40."
M0238,S048,Uruk,Uruk,L2886,2886,2886,Chapter 8: Imaginary Cities,chapter,8,"The story of Arslantepe begins around 3300 bc, when a temple was built on the site. This temple resembled those of Uruk and her colonies, with storage areas for food and carefully arranged archives of administrative seals, just as in any temple of the Mesopotamian floodplain. But within a few generations the temple was dismantled, and in its place was built a massive private structure enclosing a grand audience chamber and living quarters, as well as storage areas, including an armoury. An assemblage of swords and spearheads – finely crafted of arsenic-rich copper and quite unlike anything found in public buildings of the lowlands at this time – signals not only control over, but a celebration of the means to enact violence: a new aesthetics of personal combat and killing. The excavators have labelled this building the world’s ‘earliest known palace’.",,,,
M0239,S048,Uruk,Uruk,L2900,2900,2900,Chapter 8: Imaginary Cities,chapter,8,"It goes without saying that we cannot possibly hope to trace all these various tendencies back into periods for which no written testimony exists. But it is equally clear that, insofar as modern archaeology allows us to identify an ultimate origin for ‘heroic societies’ of this sort, it is to be found precisely on the spatial and cultural margins of the world’s first great urban expansion (indeed, some of the earliest aristocratic tombs in the Turkish highlands were dug directly into the ruins of abandoned Uruk colonies).82 Aristocracies, perhaps monarchy itself, first emerged in opposition to the egalitarian cities of the Mesopotamian plains, for which they likely had much the same mixed but ultimately hostile and murderous feelings as Alaric the Goth would later have towards Rome and everything it stood for, Genghis Khan towards Samarkand or Merv, or Timur towards Delhi.",ch8-n82,"Largely as predicted, in fact, by Andrew Sherratt (1996); and see also Wengrow 2011. Where urban and upland societies converged, a third element emerged which resembles neither the tribal aristocracies nor the more egalitarian cities. Archaeologists know this other element as the Kura-Araxes or Transcaucasian culture, but it has proved hard to define in terms of settlement types, which vary widely within it. For archaeologists, what identifies the Transcaucasian culture above all is its highly burnished pottery, which achieved a remarkable distribution extending south from the Caucasus as far as the Jordan valley. Over such considerable distances, methods for making pottery and other distinctive craft products stayed remarkably constant, suggesting to some the migration of artisans, and perhaps even whole communities, to settle in remote locations. Such diaspora groups seem to have been widely involved in the circulation and working of metals, especially copper. They carried with them certain other distinctive practices such as the use of portable cooking hobs, sometimes decorated with faces, which supported lidded pots used to prepare a cuisine based on stews and casseroles: a somewhat eccentric practice in regions where roasting and baking food in fixed ovens was an age-old practice going back to Neolithic times (see Wilkinson 2014, with further references).",Wengrow 2011 | Wilkinson 2014,"Wengrow, David. 2011. ‘Archival and sacrificial economies in Bronze Age Eurasia: an interactionist approach to the hoarding of metals.’ In T. Wilkinson, D. J. Bennet and S. Sherratt (eds), Interweaving Worlds. Oxford: Oxbow Books, pp. 135–44. | Wilkinson, Toby. 2014. ‘The Early Transcaucasian phenomenon in structural-systemic perspective: cuisine, craft and economy.’ Paléorient 40 (2): 203–29."
M0240,S048,Uruk,Uruk,L2905,2905,2905,Chapter 8: Imaginary Cities,chapter,8,"Fast-forward now 1,000 years from the Uruk expansion to around 2600 bc. On the banks of the Indus River, in what is today the Pakistani province of Sindh, a city was founded on virgin soil: Mohenjo-daro. It remained there for 700 years.83 The city is considered the greatest expression of a new form of society that flourished in the valley of the Indus at the time; a form of society which archaeologists have come to know simply as the ‘Indus’ or ‘Harappan’ civilization. It was South Asia’s first urban culture. Here we will find further evidence that Bronze Age cities – the world’s first large-scale, planned human settlements – could emerge in the absence of ruling classes and managerial elites; but those of the Indus valley also present some uniquely puzzling features, which archaeologists have debated for more than a century.84 Let’s introduce both the problem and its key locus – the site of Mohenjo-daro – in a little more detail.",ch8-n83 | ch8-n84,"Recent work attributes the eventual decline of the Indus civilization to changes in the flood regime of the major river systems, prompted by alterations in the monsoon cycle. This is most evident in the drying-up of the Ghaggar-Hakra, once a major course of the Indus, and a shift of human settlement to more easily watered areas where the Indus meets the rivers of Punjab, or to parts of the Indo-Gangetic plain which still fell within the catchment of the monsoon belt; Giosan et al. 2012. | For a review of the debates see Green (2020), who develops an argument that the Indus civilization was a case of egalitarian cities, but along rather different lines to our own.",Giosan 2012 | Green 2020,"Giosan, Liviu et al. 2012. ‘Fluvial landscapes of the Harappan civilization.’ PNAS: E1688–E1694. | Green, Adam S. 2020. ‘Killing the priest-king: addressing egalitarianism in the Indus civilization.’ Journal of Archaeological Research. https://doi.org/10.1007/s10814-020-09147-9"
M0241,S048,Uruk,Uruk,L2952,2952,2952,Chapter 8: Imaginary Cities,chapter,8,"So far in this chapter we’ve looked at what happened when cities first appeared in three distinct parts of Eurasia. In each case, we noted the absence of monarchs or any evidence of a warrior elite, and the corresponding likelihood that each had instead developed institutions of communal self-governance. Within those broad parameters, each regional tradition was very different. Contrasts between the expansion of Uruk and the Ukrainian mega-sites illustrate this point with particular clarity. Both appear to have developed an ethos of explicit egalitarianism – but it took strikingly different forms in each.",,,,
M0242,S048,Uruk,Uruk,L2958,2958,2958,Chapter 8: Imaginary Cities,chapter,8,"It’s important to stress that we are not arguing that the very first cities to appear in any region of the world were invariably founded on egalitarian principles (in fact, we will shortly see a perfect counter-example). What we are saying is that archaeological evidence shows this to have been a surprisingly common pattern, which goes against conventional evolutionary assumptions about the effects of scale on human society. In each of the cases we’ve considered so far – Ukrainian mega-sites, Uruk Mesopotamia, the Indus valley – a dramatic increase in the scale of organized human settlement took place with no resulting concentration of wealth or power in the hands of ruling elites. In short, archaeological research has shifted the burden of proof on to those theorists who claim causal connections between the origins of cities and the rise of stratified states, and whose claims now look increasingly hollow.",,,,
M0243,S048,Uruk,Uruk,L3025,3025,3025,Chapter 9: Hiding in Plain Sight,chapter,9,"We don’t actually know if Teotihuacan was, like Rome, the centre of a great empire, but even conservative estimates place its population at around 100,0006 (perhaps as much as five times the likely population of Mohenjo-daro, Uruk or any of the other early Eurasian cities we discussed in the last chapter). At its zenith, there were probably at least a million people distributed across the Valley of Mexico and surrounding lands, many of whom had only visited the great city once, or perhaps only knew someone who had, but nonetheless considered Teotihuacan the most important place in the entire world.",,,,
M0244,S048,Uruk,Uruk,L3029,3029,3029,Chapter 9: Hiding in Plain Sight,chapter,9,"At this point, the reader can probably guess what’s coming. All the evidence suggests that Teotihuacan had, at its height of its power, found a way to govern itself without overlords – as did the much earlier cities of prehistoric Ukraine, Uruk-period Mesopotamia and Bronze Age Pakistan. Yet it did so with a very different technological foundation, and on an even larger scale.",,,,
M0245,S048,Uruk,Uruk,L3265,3265,3265,Chapter 10: Why the State Has No Origin,chapter,10,"As we’ve already seen in Chapter Eight, these assumptions don’t hold up particularly well for the earliest cities. Early Uruk, for example, does not appear to have been a ‘state’ in any meaningful sense of the word; what’s more, when top-down rule does emerge in the region of ancient Mesopotamia, it’s not in the ‘complex’ metropolises of the lowland river valleys, but among the small, ‘heroic’ societies of the surrounding foothills, which were averse to the very principle of administration and, as a result, don’t seem to qualify as ‘states’ either. If there is a good ethnographic parallel for these latter groups it might be the societies of the Northwest Coast, since there too political leadership lay in the hands of a boastful and vainglorious warrior aristocracy, competing in extravagant contests over titles, treasures, the allegiance of commoners and the ownership of slaves. Recall, here, that Haida, Tlingit and the rest not only lacked anything that could be called a state apparatus; they lacked any kind of formal governmental institutions.1",ch10-n1,"Lévi-Strauss (1987) referred to Northwest Coast societies as ‘house’ societies, that is, ones where kinship was organized around noble households, which were precisely the holders of titles and heirloom treasures (as well as slaves, and the loyalty of retainers). This arrangement seems typical of heroic societies more generally; the palace at Arslantepe, which we described in Chapter Eight, is most likely just a more elaborate version of the same thing. There is a direct line from here to what Weber called ‘patrimonial’ and ‘prebendal’ forms of governance, where entire kingdoms or even empires are imagined as extensions of a single royal household.",Lévi-Strauss 1987,"Lévi-Strauss, Claude. 1987. Anthropology and Myth: Lectures 1951–1982. Oxford: Blackwell."
M0246,S048,Uruk,Uruk,L3408,3408,3408,Chapter 10: Why the State Has No Origin,chapter,10,"Even in the Maya case, to describe the entire period between ad 900 and 1520 as ‘Post-Classic’ is to suggest that the only really significant thing about it is the degree to which it can be seen as the waning of a Golden Age. In a similar way, terms like ‘Proto-palatial Crete’, ‘Predynastic Egypt’ or ‘Formative Peru’ convey a sense of impatience, as if Minoans, Egyptians or Andean peoples spent centuries doing little but laying the groundwork for such a Golden Age – and, it is implied, for strong, stable government – to come about.33 We’ve already seen how this played out in Uruk, where at least seven centuries of collective self-rule (also termed ‘Predynastic’ in earlier scholarship) comes to be written off as a mere prelude to the ‘real’ history of Mesopotamia – which is then presented as a history of conquerors, dynasts, lawgivers and kings.",ch10-n33,"In continental Europe, there’s an entire category of scholarship known as ‘proto-history’ which describes the study of peoples like the Scythians, Thracians or Celts, who briefly break into the light of history through the writings of Greek or Roman colonizers, only to fizzle back out again when the literate gaze turns elsewhere.",,
M0247,S048,Uruk,Uruk,L3462,3462,3462,Chapter 10: Why the State Has No Origin,chapter,10,"Monumental centres of some kind were already appearing in the Rio Supe region in the third millennium bc.47 Later, between 1000 and 200 bc, a single centre – at Chavín de Huántar, in the northern highlands of Peru – extended its influence over a much larger area.48 This ‘Chavín horizon’ gave way to three distinct regional cultures. In the central highlands arose a militarized polity known as Wari. In parallel, on the shores of Lake Titicaca, a metropolis called Tiwanaku – at 420 hectares, roughly twice the size of Uruk or Mohenjo-daro – took form, using an ingenious system of raised fields to grow its crops on the freezing heights of the Bolivian altiplano.49 On the north coast of Peru, a third culture, known as Moche, displays striking funerary evidence of female leadership: lavish tombs of warrior-priestesses and queens, drenched in gold and flanked by human sacrifices.50",ch10-n47 | ch10-n48 | ch10-n49 | ch10-n50,As we saw in Chapter Eight. | See Conklin and Quilter (eds) 2008. | See Isbell 2008. | See Quilter 2002; Castillo Butters 2005.,Isbell 2008 | Quilter 2002 | Butters 2005,"Isbell, William H. 2008. ‘Wari and Tiwanaku: international identities in the Central Andean Middle Horizon.’ In H. Silverman and W. H. Isbell (eds), The Handbook of South American Archaeology. New York: Springer, pp. 731–59. | Quilter, Jeffrey. 2002. ‘Moche politics, religion, and warfare.’ Journal of World Prehistory 16 (2): 145–95. | Castillo Butters, Luis Jaime. 2005. ‘Las Señoras de San José de Moro: Rituales funerarios de mujeres de élite en la costa norte del Perú.’ In Divina y humana. La mujer en los antiguos Perú y México. Lima: Ministerio de Educación, pp. 18–29."
M0248,S048,Uruk,Uruk,L3727,3727,3727,Chapter 10: Why the State Has No Origin,chapter,10,"The best example of such a site is Tell Sabi Abyad, investigated by a team of Dutch archaeologists working in Syria’s Balikh valley in the province of Raqqa. Around 8,000 years ago (c.6200 bc), in what was prehistoric Mesopotamia, a one-hectare village was destroyed there by fire, baking its mud walls and many of their clay contents, thus preserving them. While obviously a very bad bit of luck for the inhabitants, it was a stroke of brilliant luck for future researchers, since it has left us a unique insight into the organization of a Late Neolithic community, comprising perhaps around 150 individuals.117 What the excavators discovered is that not only did the inhabitants of this village erect central storage facilities, including granaries and warehouses; they also employed administrative devices of some complexity to keep track of what was in them. These devices included economic archives, which were miniature precursors to the temple archives at Uruk and other later Mesopotamian cities.",ch10-n117,Akkermans (ed.) 1996.,,
M0249,S048,Uruk,Uruk,L3753,3753,3753,Chapter 10: Why the State Has No Origin,chapter,10,"In the Middle East, very similar things appear to have happened in later periods of history. Most famously, perhaps, the books of the Prophets in the Hebrew Bible preserve memories of powerful protests that ensued as demands for tribute drove farmers into penury, forced them to pawn their flocks and vineyards, and ultimately surrender their children into debt peonage. Or wealthy merchants and administrators took advantage of crop failures, floods, natural disasters or neighbours’ simple bad luck to offer interest-bearing loans that led to the same results. Similar complaints are recorded in China and India as well. The first establishment of bureaucratic empires is almost always accompanied by some kind of system of equivalence run amok. This is not the place to outline a history of money and debt131 – only to note that it’s no coincidence that societies like those of Uruk-period Mesopotamia were, simultaneously, commercial and bureaucratic. Both money and administration are based on similar principles of impersonal equivalence. What we wish to emphasize at this point is how frequently the most violent inequalities seem to arise, in the first instance, from such fictions of legal equality. All citizens of a city, or all worshippers of its god, or all subjects of its king were considered ultimately the same – at least in that one specific way. The same laws, the same rights, the same responsibilities applied to all of them, whether as individuals or, in later and more patriarchal times, as families under the aegis of some paterfamilias.",ch10-n131,"For which see Debt: The First 5000 Years, by one of the authors of the present volume (Graeber 2011); and also Hudson 2018.",Graeber 2011 | Hudson 2018,"Graeber, David. 2011. Debt: The First 5,000 Years. New York: Melville House. | Hudson, Michael. 2018. And Forgive Them Their Debts: Lending, Foreclosure, and Redemption from Bronze Age Finance to the Jubilee Year. Dresden: ISLET-Verlag."
M0250,S048,Uruk,Uruk,L4413,4413,4413,Chapter 12: Conclusion,chapter,12,"In the course of writing this book, we have tried to strike a certain balance. It would be intuitive for an archaeologist and an anthropologist, immersed in our subject matter, to take on all the scholarly views about, say, Stonehenge, the ‘Uruk expansion’ or Iroquoian social organization and explain our preference for one interpretation over another, or venture a different one. This is how the search for truth is normally conducted in the academy. But had we tried to outline or refute every existing interpretation of the material we covered, this book would have been two or three times the size, and likely would have left the reader with a sense that the authors are engaged in a constant battle with demons who were in fact two inches tall. So instead we have tried to map out what we think really happened, and to point out the flaws in other scholars’ arguments only insofar as they seemed to reflect more widespread misconceptions.",,,,
M0251,S048,Uruk,Uruk,L4421,4421,4421,Chapter 12: Conclusion,chapter,12,"Not only do such views lack a sound basis in human psychology. They are also difficult to reconcile with archaeological evidence of how cities actually began in many parts of the world: as civic experiments on a grand scale, which frequently lacked the expected features of administrative hierarchy and authoritarian rule. We do not possess an adequate terminology for these early cities. To call them ‘egalitarian’, as we’ve seen, could mean quite a number of different things. It might imply an urban parliament and co-ordinated projects of social housing, as with some pre-Columbian centres in the Americas; or the self-organizing of autonomous households into neighbourhoods and citizens’ assemblies, as with prehistoric mega-sites north of the Black Sea; or, perhaps, the introduction of some explicit notion of equality based on principles of uniformity and sameness, as in Uruk-period Mesopotamia.",,,,
M0252,S048,Uruk,Uruk,L4427,4427,4427,Chapter 12: Conclusion,chapter,12,"Elsewhere, early cities followed the opposite trajectory, starting with neighbourhood councils and popular assemblies and ending up being ruled by warlike dynasts, who then had to maintain an uneasy coexistence with older institutions of urban governance. Something along these lines took place in Early Dynastic Mesopotamia, after the Uruk period: here again the convergence between systems of violence and systems of care seems critical. Sumerian temples had always organized their economic existence around the nurturing and feeding of the gods, embodied in their cult statues, which became surrounded by a whole industry and bureaucracy of welfare. Even more crucially, temples were charitable institutions. Widows, orphans, runaways, those exiled from their kin groups or other support networks would take refuge there: at Uruk, for example, in the Temple of Inanna, protective goddess of the city, overlooking the great courtyard of the city’s assembly.",,,,
M0253,S048,Uruk,Uruk,L5460,5460,5460,Notes to Chapter 8: Imaginary Cities,notes,8,"62. To reconstruct early urban political systems in Mesopotamia, Jacobsen relied especially on the story of ‘Gilgamesh and Agga’, a brief epic composition about the war between Uruk and Kish, which describes a city council divided into two chambers.",ch8-n62,"To reconstruct early urban political systems in Mesopotamia, Jacobsen relied especially on the story of ‘Gilgamesh and Agga’, a brief epic composition about the war between Uruk and Kish, which describes a city council divided into two chambers.",,
M0254,S048,Uruk,Uruk,L5468,5468,5468,Notes to Chapter 8: Imaginary Cities,notes,8,"66. See Crüsemann et al. (eds) 2019 for a magnificent survey of Uruk’s architectural development over the ages; although we note that their interpretation plays down those aspects of urban planning we would see as clearly relating to civic participation (especially with regard to the early phases of the Eanna sanctuary they tend to assume, even in the absence of written evidence, that any sort of grand architectural project must necessarily have been intended to establish the exclusivity of a ruling elite).",ch8-n66,"See Crüsemann et al. (eds) 2019 for a magnificent survey of Uruk’s architectural development over the ages; although we note that their interpretation plays down those aspects of urban planning we would see as clearly relating to civic participation (especially with regard to the early phases of the Eanna sanctuary they tend to assume, even in the absence of written evidence, that any sort of grand architectural project must necessarily have been intended to establish the exclusivity of a ruling elite).",,
M0255,S048,Uruk,Uruk,L5476,5476,5476,Notes to Chapter 8: Imaginary Cities,notes,8,"70. Bartash 2015. There is a possibility some were already slaves or war captives at this time (Englund 2009), and as we’ll see, this becomes much more commonplace later; indeed, it is possible that what was originally a charitable organization gradually transformed as captives were added to the mix. For the demographic composition of the temple workforce in the Uruk period see also Liverani 1998.",ch8-n70,"Bartash 2015. There is a possibility some were already slaves or war captives at this time (Englund 2009), and as we’ll see, this becomes much more commonplace later; indeed, it is possible that what was originally a charitable organization gradually transformed as captives were added to the mix. For the demographic composition of the temple workforce in the Uruk period see also Liverani 1998.",Bartash 2015 | Englund 2009 | Liverani 1998,"Bartash, Vitali. 2015. ‘Children in institutional households of Late Uruk period Mesopotamia.’ Zeitschrift für Assyriologie 105 (2): 131–8. | Englund, Robert K. 2009. ‘The smell of the cage.’ Cuneiform Digital Library 4. | Liverani, Mario (ed. and transl. Z. Bahrani and M. Van De Mieroop). 1998. Uruk. The First City. Sheffield: Equinox."
M0256,S048,Uruk,Uruk,L5482,5482,5482,Notes to Chapter 8: Imaginary Cities,notes,8,"73. On the Uruk Vase the figure of the goddess, probably Inanna, is larger than the males who march towards her. The only exception is the figure who approaches her directly, at the head of the parade, which is mostly lost due to a break in the vessel but is most likely the same standard male figure that appears on cylinder seals and other monuments of the time with his characteristic beard, hair gathered into a chignon, and long woven garments. It is impossible to tell what status this male figure refers to, or if it was occupied on a hereditary or rotating basis. The goddess wears a long robe, which almost completely disguises the contours of her body, while the smaller male figures appear nude, and arguably sexualised (Wengrow 1998: 792; Bahrani 2002).",ch8-n73,"On the Uruk Vase the figure of the goddess, probably Inanna, is larger than the males who march towards her. The only exception is the figure who approaches her directly, at the head of the parade, which is mostly lost due to a break in the vessel but is most likely the same standard male figure that appears on cylinder seals and other monuments of the time with his characteristic beard, hair gathered into a chignon, and long woven garments. It is impossible to tell what status this male figure refers to, or if it was occupied on a hereditary or rotating basis. The goddess wears a long robe, which almost completely disguises the contours of her body, while the smaller male figures appear nude, and arguably sexualised (Wengrow 1998: 792; Bahrani 2002).",Wengrow 1998 | Bahrani 2002,"Wengrow, David. 1998. ‘The changing face of clay: continuity and change in the transition from village to urban life in the Near East.’ Antiquity 72: 783–95. | Bahrani, Zeinab. 2002. ‘Performativity and the image: narrative, representation and the Uruk vase.’ In E. Ehrenberg (ed.), Leaving No Stones Unturned: Essays on the Ancient Near East and Egypt in Honor of Donald P. Hansen. Winona Lake, Indiana: Eisenbrauns, pp. 15–22."
M0257,S049,Harappa,Harappa,L1444,1444,1444,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"Archaeologists believe these structures at Poverty Point formed a monumental precinct that once extended over 200 hectares, flanked by two enormous earthen mounds (the so-called Motley and Lower Jackson Mounds) which lie respectively north and south. To clarify what this means, it’s worth noting that the first Eurasian cities – early centres of civic life like Uruk in southern Iraq, or Harappa in the Punjab – began as settlements of roughly 200 hectares in total. Which is to say that their entire layout could fit quite comfortably within the ceremonial precinct of Poverty Point. Like those early Eurasian cities, Poverty Point sprang from a great river, since transport by water, particularly of bulk goods, was in early times infinitely easier than transport by land. Like them, it formed the core of a much larger sphere of cultural interaction. People and resources came to Poverty Point from hundreds of miles away, as far north as the Great Lakes and from the Gulf of Mexico to the south.",,,,
M0258,S049,Harappa,Harappa,L1450,1450,1450,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"What we do know is that Poverty Point arrows and spearheads come in rich hues of red, black, yellow and even blue stone, and these are only the colours we discern. Ancient classifications were no doubt more refined. If stones were being selected with such care, we can only begin to imagine what was going on with cords, fibres, medicines and any living thing in the landscape treated as potential food or poison. Another thing we can be quite sure of is that ‘trade’ is not a useful way to describe whatever was going on here. For one thing, trade goes two ways, and Poverty Point presents no clear evidence for exports, or indeed commodities of any sort. The absence is strikingly obvious to anyone who’s studied the remains of early Eurasian cities like Uruk and Harappa, which do seem to have been engaged in lively trade relations: these sites are awash with industrial quantities of ceramic packaging, and the products of their urban crafts are found far and wide.",,,,
M0259,S049,Harappa,Harappa,L2677,2677,2677,Chapter 8: Imaginary Cities,chapter,8,"Where there is evidence to be had, we also find differences. People who lived in cities often came from far away. The great city of Teotihuacan in the Valley of Mexico was already attracting residents from such distant areas as Yucatán and the Gulf Coast in the third or fourth century ad; migrants settled there in their own neighbourhoods, including a possible Maya district. Immigrants from across the great floodplains of the Indus buried their loved ones in the cemeteries of Harappa. Typically, ancient cities divided themselves into quarters, which often developed enduring rivalries, and this seems to have been true of the very first cities. Marked out by walls, gates or ditches, consolidated neighbourhoods of this sort were probably not different in any fundamental respect from their modern counterparts.13",ch8-n13,"For direct evidence of in-migration to Teotihuacan, based on isotopic studies of human remains, see White et al. 2008; for similar evidence at Harappa see Valentine et al. 2015. For a general discussion of neighbourhoods and their role in the formation of early cities, Smith 2015.",White 2008 | Valentine 2015 | Smith 2015,"White, Christine D. et al. 2008. ‘The Teotihuacan dream: an isotopic study of economic organization and immigration.’ Ontario Archaeology 85–8: 279–97. | Valentine, B. et al. 2015. ‘Evidence for patterns of selective urban migration in the Greater Indus Valley (2600–1900 bc): a lead and strontium isotope mortuary analysis.’ PLoS ONE 10 (4): e0123103. | Smith, Michael E. 2015. ‘Neighborhood formation in semi-urban settlements.’ Journal of Urbanism 8 (2): 173–98."
